x,y,z,S_u,S_v,S_w
0.0,0.65,0.30000000000000004,2.264583826815649,-0.5518766958917887,5.77862709409796
0.0,0.65,0.35000000000000003,2.4940872420401248,-1.0819787519750563,5.460848034522774
0.0,0.65,0.4,2.6621779519645807,-1.605013468987924,4.78401910746352
0.0,0.65,0.45,2.7647170054495933,-2.0978032702382,3.826220715666004
0.0,0.65,0.5,2.799179550690753,-2.5416018461576297,2.688423980569313
0.0,0.65,0.55,2.764717005449593,-2.9232029978062473,1.4844293247033526
0.0,0.65,0.6000000000000001,2.6621779519645807,-3.235488843486652,0.3296671831056788
0.0,0.65,0.65,2.494087242040125,-3.4773820584467763,-0.6700414215793362
0.0,0.65,0.7000000000000001,2.264583826815649,-3.653225155043379,-1.4286657173665245
0.0,0.65,0.75,1.9793188420521448,-3.771665444609084,-1.8880952377743685
0.0,0.65,0.8,1.6453164584146962,-3.844171817897551,-2.0234304380441754
0.0,0.65,0.8500000000000001,1.2708009230788142,-3.883344211127113,-1.8449257816006106
0.0,0.65,0.9,0.8649940514702725,-3.901195221931351,-1.396407264097859
0.0,0.65,0.9500000000000001,0.43788815556386207,-3.9075840252867846,-0.7503335282796368
0.0,0.65,1.0,3.4278930632655636e-16,-3.908965496837469,-5.988046043278094e-16
0.0,0.7000000000000001,0.0,0.0,0.9014872241009422,0.0
0.0,0.7000000000000001,0.05,0.39759412514893194,0.8354371057374199,1.8507158910530492
0.0,0.7000000000000001,0.1,0.7853981633974482,0.6415915496227211,3.5601632619699535
0.0,0.7000000000000001,0.15000000000000002,1.153863092276057,0.33249677126256927,4.9999196552257885
0.0,0.7000000000000001,0.2,1.493916082370778,-0.0721294114272979,6.066021463508211
0.0,0.7000000000000001,0.25,1.7971839004943082,-0.5470682018733353,6.688230293283111
0.0,0.7000000000000001,0.30000000000000004,2.0561990864762634,-1.0637141155307697,6.836068263163126
0.0,0.7000000000000001,0.35000000000000003,2.2645838268156484,-1.5924347000633527,6.5210521466893105
0.0,0.7000000000000001,0.4,2.417206997616006,-2.104955542878466,5.794926114952945
0.0,0.7000000000000001,0.45,2.510310509884968,-2.576549801221091,4.744081827362379
0.0,0.7000000000000001,0.5,2.5416018461576297,-2.987832164741555,3.4807247477527268
0.0,0.7000000000000001,0.55,2.5103105098849676,-3.3259970708280977,2.131660672990259
0.0,0.7000000000000001,0.6000000000000001,2.417206997616006,-3.5853962030418702,0.8258057906071246
0.0,0.7000000000000001,0.65,2.264583826815649,-3.767415388429071,-0.31835522838612906
0.0,0.7000000000000001,0.7000000000000001,2.0561990864762634,-3.8796795892041773,-1.2041373158163107
0.0,0.7000000000000001,0.75,1.7971839004943084,-3.9346800452389976,-1.7657421481235342
0.0,0.7000000000000001,0.8,1.4939160823707782,-3.9479733780624215,-1.9741841154712279
0.0,0.7000000000000001,0.8500000000000001,1.1538630922760562,-3.936143176994812,-1.8394877198496513
0.0,0.7000000000000001,0.9,0.7853981633974485,-3.9147362979270515,-1.4089570623758656
0.0,0.7000000000000001,0.9500000000000001,0.3975941251489322,-3.896386727912897,-0.7617052633190688
0.0,0.7000000000000001,1.0,3.1124617696913174e-16,-3.8893193888424977,-6.090270724781071e-16
0.0,0.75,0.0,0.0,0.5228629330967671,0.0
0.0,0.75,0.05,0.34751000783358654,0.4586463911670857,2.111249211639456
0.0,0.75,0.1,0.6864631659547168,0.2703942533687185,4.063825329209682
0.0,0.75,0.15000000000000002,1.0085133226894114,-0.029084972578868662,5.713405596601537
0.0,0.75,0.2,1.3057305343556698,-0.4196871886688309,6.942992319692122
0.0,0.75,0.25,1.5707963267948963,-0.8757538300289402,7.673270300711497
0.0,0.75,0.30000000000000004,1.7971839004943084,-1.3682738337431335,7.869360090477994
0.0,0.75,0.35000000000000003,1.9793188420521444,-1.867338534132412,7.5433308892181685
0.0,0.75,0.4,2.1127163847360357,-2.3446186599947527,6.752249309778995
0.0,0.75,0.45,2.1940918383240433,-2.775632065080056,5.591973959392184
0.0,0.75,0.5,2.221441469079183,-3.1415926535897927,4.187318519783329
0.0,0.75,0.55,2.1940918383240433,-3.4306729976754125,2.6795574013039807
0.0,0.75,0.6000000000000001,2.1127163847360357,-3.6385712434687507,1.2125038183076242
0.0,0.75,0.65,1.9793188420521446,-3.7683413614975048,-0.08147464925472025
0.0,0.75,0.7000000000000001,1.7971839004943084,-3.8295179063229217,-1.0941364037466714
0.0,0.75,0.75,1.5707963267948968,-3.8366351503557485,-1.7515076600578823
0.0,0.75,0.8,1.30573053435567,-3.8072990320344924,-2.020504174532545
0.0,0.75,0.8500000000000001,1.0085133226894105,-3.760013092560593,-1.9113999418713514
0.0,0.75,0.9,0.686463165954717,-3.711982310674593,-1.4759201622616875
0.0,0.75,0.9500000000000001,0.3475100078335868,-3.6771192891809976,-0.8011673464487443
0.0,0.75,1.0,2.7203913376788835e-16,-3.664455586686561,-6.413826109318516e-16
