x,y,S_u,S_v,S_p
0.1,0.18,3.039270456726743,1.2350640509410966,0.0
0.12,0.18,3.2539527073631205,1.414356339280212,0.0
0.14,0.18,3.443078875986923,1.5936760271704262,0.0
0.16,0.18,3.6043059033990135,1.7723154217270078,0.0
0.18,0.18,3.7356265267208872,1.9495695148722196,0.0
0.2,0.18,3.8353988222146507,2.1247387656801093,0.0
0.22,0.18,3.9023704060147617,2.2971318611449565,0.0
0.24,0.18,3.935696917794581,2.466068444477875,0.0
0.26,0.18,3.934954500870197,2.630881800164233,0.0
0.28,0.18,3.9001460852220338,2.7909214851851973,0.0
0.3,0.18,3.831701375931551,2.9455558960191666,0.0
0.32,0.18,3.7304705470786947,3.0941747612923214,0.0
0.34,0.18,3.597711738693831,3.2361915502409313,0.0
0.36,0.18,3.4350725503742554,3.3710457874803135,0.0
0.38,0.18,3.2445658181524193,3.498205264945125,0.0
0.4,0.18,3.0285400496812604,3.617168142271451,0.0
0.42,0.18,2.78964497539265,3.727464927331456,0.0
0.44,0.18,2.5307927486920203,3.8286603291043146,0.0
0.46,0.18,2.2551153952929237,3.9203549755710094,0.0
0.48,0.18,1.965919169418452,4.002186989853238,0.0
0.5,0.18,1.6666365218994674,4.073833418376117,0.0
0.52,0.18,1.360776421442346,4.135011505418408,0.0
0.54,0.18,1.0518737949552557,4.185479809020165,0.0
0.56,0.18,0.7434388654292827,4.225039153843845,0.0
0.58,0.18,0.43890716627497706,4.2535334172283745,0.0
0.6,0.18,0.1415909992146973,4.270850145333967,0.0
0.62,0.18,-0.1453669209830104,4.276920996946049,0.0
0.64,0.18,-0.4190369270892287,4.271722013186816,0.0
0.66,0.18,-0.6767423040026839,4.255273712069975,0.0
0.68,0.18,-0.9160950328761539,4.2276410075255235,0.0
0.7000000000000001,0.18,-1.1350268366063045,4.188932953214113,0.0
0.72,0.18,-1.3318150631873915,4.139302312142085,0.0
0.74,0.18,-1.5051030253112974,4.078944953775666,0.0
0.76,0.18,-1.6539145023919082,4.008099081033675,0.0
0.78,0.18,-1.7776622035146858,3.927044290209425,0.0
0.8,0.18,-1.8761500852055937,3.836100467531886,0.0
0.8200000000000001,0.18,-1.9495695148722192,3.7356265267208872,0.0
0.84,0.18,-1.9984893677646682,3.626018992518632,0.0
0.86,0.18,-2.0238402408052587,3.507710435787697,0.0
0.88,0.18,-2.026893059138743,3.381167766351461,0.0
0.9,0.18,-2.009232439300964,3.2468903903143427,0.0
0.92,0.18,-1.9727252551065526,3.1054082391340625,0.0
0.9400000000000001,0.18,-1.9194849274209724,2.9572796782242836,0.0
0.96,0.18,-1.851832025727505,2.8030893033414133,0.0
0.98,0.18,-1.7722518267756893,2.6434456334522327,0.0
1.0,0.18,-1.6833495227025803,2.4789787091875386,0.0
0.0,0.2,1.8465818304904567,0.33367449978653574,0.0
0.02,0.2,2.1400834180313453,0.49555247187468576,0.0
0.04,0.2,2.4228112372065236,0.6613705290245164,0.0
0.06,0.2,2.6913583650312347,0.8304742631195212,0.0
0.08,0.2,2.9424466870252415,1.0021962989773743,0.0
0.1,0.2,3.1729748180598776,1.1758589281748808,0.0
0.12,0.2,3.38006362523224,1.350776783653507,0.0
0.14,0.2,3.5610986482137954,1.5262595445500449,0.0
0.16,0.2,3.7137687598607654,1.7016146605776832,0.0
0.18,0.2,3.836100467531886,1.8761500852055937,0.0
0.2,0.2,3.9264873226326924,2.0491770068504205,0.0
0.22,0.2,3.983713981343074,2.2200125673009112,0.0
0.24,0.2,4.006974542103688,2.3879825566473145,0.0
0.26,0.2,3.9958848739406,2.5524240740798665,0.0
0.28,0.2,3.9504887427076625,2.712688144055444,0.0
0.3,0.2,3.8712576383626827,2.868142277507544,0.0
0.32,0.2,3.7590843039590496,3.018172967991668,0.0
0.34,0.2,3.615270064597386,3.1621881129149783,0.0
0.36,0.2,3.441506150610305,3.299619350294723,0.0
0.38,0.2,3.2398493022400636,3.4299243018233243,0.0
0.4,0.2,3.0126920315540353,3.5525887133877694,0.0
0.42,0.2,2.762727999937833,3.6671284845956515,0.0
0.44,0.2,2.492913044914533,3.7730915792982582,0.0
0.46,0.2,2.206422457077988,3.870059809570732,0.0
0.48,0.2,1.906605165547513,3.9576504861087547,0.0
0.5,0.2,1.5969355376478134,4.0355179285284075,0.0
0.52,0.2,1.2809635347514676,4.103354829608709,0.0
0.54,0.2,0.9622639908258823,4.160893468092829,0.0
0.56,0.2,0.6443857928194876,4.207906765261573,0.0
0.58,0.2,0.33080174240930726,4.244209181109348,0.0
0.6,0.2,0.02485986681247976,4.269657446585799,0.0
0.62,0.2,-0.2702630774715653,4.284151129013298,0.0
0.64,0.2,-0.5516051995940869,4.2876330284488375,0.0
0.66,0.2,-0.816459506116952,4.280089403426072,0.0
0.68,0.2,-1.0624097646338044,4.261550025186615,0.0
0.7000000000000001,0.2,-1.287361660605933,4.2320880601865385,0.0
0.72,0.2,-1.489568783473832,4.191819781341808,0.0
0.74,0.2,-1.667653060021399,4.140904109152196,0.0
0.76,0.2,-1.8206193408007165,4.079541984514677,0.0
0.78,0.2,-1.9478639377851983,4.007975575701508,0.0
0.8,0.2,-2.04917700685042,3.9264873226326924,0.0
0.8200000000000001,0.2,-2.1247387656801093,3.8353988222146507,0.0
0.84,0.2,-2.1751096347299006,3.735069559144155,0.0
0.86,0.2,-2.2012144844242463,3.6258954871864644,0.0
0.88,0.2,-2.204321264306506,3.508307466526708,0.0
0.9,0.2,-2.186014377950942,3.3827695633615718,0.0
0.92,0.2,-2.148163249690879,3.249777218442037,0.0
0.9400000000000001,0.2,-2.0928866043250185,3.1098552917950775,0.0
0.96,0.2,-2.0225130477522213,2.963555991340922,0.0
0.98,0.2,-1.939538593903886,2.8114566935806695,0.0
1.0,0.2,-1.8465818304904569,2.6541576649550205,0.0
0.0,0.22,2.002526523416379,0.28474868238536066,0.0
0.02,0.22,2.2909480993147806,0.43922466533291593,0.0
0.04,0.22,2.568000512873964,0.5980566395129883,0.0
0.06,0.22,2.830299239342291,0.7606177676869137,0.0
0.08,0.22,3.0745908238250554,0.9262664953489055,0.0
0.1,0.22,3.2978007048114133,1.0943490826485867,0.0
0.12,0.22,3.4970786311880127,1.2642021844035158,0.0
0.14,0.22,3.669840968604369,1.4351554680195668,0.0
0.16,0.22,3.8138092384271984,1.606534258987433,0.0
0.18,0.22,3.927044290209424,1.7776622035146863,0.0
0.2,0.22,4.007975575701508,1.9478639377851987,0.0
0.22,0.22,4.0554250678967465,2.1164677533115803,0.0
0.24,0.22,4.068625451245268,2.282808247861705,0.0
0.26,0.22,4.047232297697327,2.446228951497328,0.0
0.28,0.22,3.9913300362563766,2.606084917361015,0.0
0.3,0.22,3.9014316197763588,2.7617452669867477,0.0
0.32,0.22,3.778471890318228,2.9125956800890016,0.0
0.34,0.22,3.6237947419560532,3.058040819004262,0.0
0.36,0.22,3.4391342759614814,3.197506678216792,0.0
0.38,0.22,3.226590236289381,3.3304428496961687,0.0
0.4,0.22,2.98859810177731,3.4563246951063262,0.0
0.42,0.22,2.727894294068424,3.5746554163133735,0.0
0.44,0.22,2.4474770356755013,3.6849680160208713,0.0
0.46,0.22,2.150563459640061,3.7868271407948066,0.0
0.48,0.22,1.8405436298540307,3.879830799204704,0.0
0.5,0.22,1.520932178399513,3.9636119483001497,0.0
0.52,0.22,1.1953183024846696,4.0378399421616304,0.0
0.54,0.22,0.8673148881447594,4.10222183680892,0.0
0.56,0.22,0.5405075404542032,4.1565035463171345,0.0
0.58,0.22,0.21840430036448777,4.200470845577799,0.0
0.6,0.22,-0.09561318355763038,4.233950215747481,0.0
0.62,0.22,-0.39833628407605737,4.2568095290473895,0.0
0.64,0.22,-0.686773115997575,4.268958570211357,0.0
0.66,0.22,-0.9581886863057376,4.270349392524278,0.0
0.68,0.22,-1.2101408682835868,4.260976507045889,0.0
0.7000000000000001,0.22,-1.4405116605425274,4.240876904273111,0.0
0.72,0.22,-1.6475332666150693,4.2101299081554515,0.0
0.74,0.22,-1.8298086127194273,4.16885686303962,0.0
0.76,0.22,-1.9863260091708625,4.11722065477883,0.0
0.78,0.22,-2.1164677533115794,4.055425067896747,0.0
0.8,0.22,-2.2200125673009112,3.9837139813430746,0.0
0.8200000000000001,0.22,-2.2971318611449556,3.9023704060147617,0.0
0.84,0.22,-2.3483799084202164,3.811715367841285,0.0
0.86,0.22,-2.374678117729434,3.7121066408419674,0.0
0.88,0.22,-2.3772936755139056,3.6039373351553774,0.0
0.9,0.22,-2.357812923977096,3.4876343456132037,0.0
0.92,0.22,-2.318109920161912,3.3636566669813885,0.0
0.9400000000000001,0.22,-2.2603106973738303,3.2324935825174776,0.0
0.96,0.22,-2.1867538169723395,3.094662732993137,0.0
0.98,0.22,-2.0999478560136695,2.950708073802513,0.0
1.0,0.22,-2.0025265234163796,2.8011977282188028,0.0
0.0,0.24,2.1505681590217223,0.2164548931729029,0.0
0.02,0.24,2.4335484228056785,0.3629192408485342,0.0
0.04,0.24,2.704596745921488,0.5141382948201854,0.0
0.06,0.24,2.960352299019487,0.669515262567244,0.0
0.08,0.24,3.197587450120968,0.8284369421829978,0.0
0.1,0.24,3.413255486233866,0.9902761424024116,0.0
0.12,0.24,3.6045359204610037,1.1543941578395185,0.0
0.14,0.24,3.7688766808997025,1.3201432896657757,0.0
0.16,0.24,3.9040325250335592,1.4868694017814412,0.0
0.18,0.24,4.008099081033675,1.653914502391909,0.0
0.2,0.24,4.079541984514677,1.8206193408007176,0.0
0.22,0.24,4.11722065477883,1.9863260091708632,0.0
0.24,0.24,4.120406337246562,2.150380538986465,0.0
0.26,0.24,4.08879412731722,2.3121354819677262,0.0
0.28,0.24,4.022508783941152,2.4709524652535033,0.0
0.3,0.24,3.9221042372531203,2.626204710767345,0.0
0.32,0.24,3.788556792210217,2.777279508824213,0.0
0.34,0.24,3.6232521277628535,2.9235806362156875,0.0
0.36,0.24,3.427966287133417,3.064530709230581,0.0
0.38,0.24,3.204840947776188,3.1995734623246648,0.0
0.4,0.24,2.9563533480844444,3.3281759434466447,0.0
0.42,0.24,2.6852813305074856,3.4498306173564175,0.0
0.44,0.24,2.3946640361456537,3.564057368634793,0.0
0.46,0.24,2.0877588529224838,3.6704053964797154,0.0
0.48,0.24,1.767995277038743,3.7684549938110723,0.0
0.5,0.24,1.4389263946908868,3.8578192036627987,0.0
0.52,0.24,1.1041787272461243,3.938145346325231,0.0
0.54,0.24,0.76740120764205,4.009116411210807,0.0
0.56,0.24,0.4322140683380552,4.070452307950018,0.0
0.58,0.24,0.10215842149476262,4.121910971780139,0.0
0.6,0.24,-0.2193526998047246,4.163289318864261,0.0
0.62,0.24,-0.5290810943611004,4.194424047770411,0.0
0.64,0.24,-0.8240072302859944,4.215192283947703,0.0
0.66,0.24,-1.1013705042447406,4.225512064656046,0.0
0.68,0.24,-1.358705316651318,4.225342662435646,0.0
0.7000000000000001,0.24,-1.5938724233339194,4.214684745839675,0.0
0.72,0.24,-1.805085098963252,4.193580376795796,0.0
0.74,0.24,-1.990929729520709,4.162112844606957,0.0
0.76,0.24,-2.150380538986464,4.120406337246562,0.0
0.78,0.24,-2.2828082478617047,4.068625451245269,0.0
0.8,0.24,-2.3879825566473136,4.006974542103688,0.0
0.8200000000000001,0.24,-2.466068444477875,3.935696917794581,0.0
0.84,0.24,-2.5176163702250194,3.8550738785374468,0.0
0.86,0.24,-2.5435465590081625,3.76542360663507,0.0
0.88,0.24,-2.5451276496774855,3.6670999107533357,0.0
0.9,0.24,-2.5239500670055515,3.5604908296000657,0.0
0.92,0.24,-2.4818945646525523,3.4460171005135165,0.0
0.9400000000000001,0.24,-2.4210964601609355,3.3241304990043195,0.0
0.96,0.24,-2.3439061501062186,3.19531205580394,0.0
0.98,0.24,-2.2528465510315137,3.060070158456142,0.0
1.0,0.24,-2.1505681590217227,2.918938544943611,0.0
0.0,0.26,2.2901224846045416,0.12877032436737035,0.0
0.02,0.26,2.5673216101751106,0.26664500890399645,0.0
0.04,0.26,2.8320608534221416,0.4096543501466148,0.0
0.06,0.26,3.0810042840518683,0.5572339555600938,0.0
0.08,0.26,3.3109511544208026,0.7088013958645751,0.0
0.1,0.26,3.5188835150512325,0.8637585036177529,0.0
0.12,0.26,3.702011408223017,1.0214937339084962,0.0
0.14,0.26,3.8578149363884795,1.1813845778452168,0.0
0.16,0.26,3.9840825495867103,1.3428000193140763,0.0
0.18,0.26,4.078944953775666,1.5051030253112971,0.0
0.2,0.26,4.140904109152196,1.6676530600213988,0.0
0.22,0.26,4.168856863039621,1.8298086127194273,0.0
0.24,0.26,4.162112844606957,1.990929729520709,0.0
0.26,0.26,4.120406337246562,2.150380538986465,0.0
0.28,0.26,4.0439019374890925,2.3075317616178803,0.0
0.3,0.26,3.9331939054162084,2.461763193334793,0.0
0.32,0.26,3.7892992091346,2.612466153137855,0.0
0.34,0.26,3.6136443634681097,2.759045885294357,0.0
0.36,0.26,3.408046259075847,2.900923906567386,0.0
0.38,0.26,3.1746872712059404,3.0375402892248804,0.0
0.4,0.26,2.916085025787037,3.16835587081858,0.0
0.42,0.26,2.6350572831541808,3.2928543820118885,0.0
0.44,0.26,2.3346824751061694,3.410544484059085,0.0
0.46,0.26,2.0182564980152744,3.5209617078948843,0.0
0.48,0.26,1.6892464223060215,3.6236702871816338,0.0
0.5,0.26,1.351241825885354,3.718264878079979,0.0
0.52,0.26,1.0079044953015865,3.804372158955799,0.0
0.54,0.26,0.6629172629684796,3.881652303710154,0.0
0.56,0.26,0.31993276133090487,3.949800322917637,0.0
0.58,0.26,-0.01747712482366004,4.008547267480305,0.0
0.6,0.26,-0.3458703385893831,4.0576612900468945,0.0
0.62,0.26,-0.6619815182921229,4.096948560008398,0.0
0.64,0.26,-0.9627659421065529,4.126254028458925,0.0
0.66,0.26,-1.2454398867121053,4.145462040102895,0.0
0.68,0.26,-1.5075167937319298,4.154496789693654,0.0
0.7000000000000001,0.26,-1.7468387041132387,4.153322621202156,0.0
0.72,0.26,-1.9616024954146885,4.141944168535005,0.0
0.74,0.26,-2.1503805389864654,4.120406337246561,0.0
0.76,0.26,-2.3121354819677253,4.08879412731722,0.0
0.78,0.26,-2.4462289514973277,4.047232297697327,0.0
0.8,0.26,-2.552424074079866,3.9958848739405997,0.0
0.8200000000000001,0.26,-2.630881800164233,3.934954500870197,0.0
0.84,0.26,-2.6821511211463505,3.8646816428321906,0.0
0.86,0.26,-2.707153361671357,3.7853436346926395,0.0
0.88,0.26,-2.7071608227772694,3.6972535873235834,0.0
0.9,0.26,-2.6837701396336167,3.6007591518974733,0.0
0.92,0.26,-2.638870799997081,3.4962411478668214,0.0
0.9400000000000001,0.26,-2.5746093447366434,3.3841120600438037,0.0
0.96,0.26,-2.4933498386910498,3.26481441071115,0.0
0.98,0.26,-2.397631257660952,3.138819013188863,0.0
1.0,0.26,-2.290122484604542,3.0066231137491437,0.0
0.0,0.28,2.4206387429980682,0.02204102690256904,0.0
0.02,0.28,2.691739719767685,0.1507819199092757,0.0
0.04,0.28,2.949889792776429,0.28501715588773036,0.0
0.06,0.28,3.1917790361751592,0.4242169696877709,0.0
0.08,0.28,3.4142345419746376,0.5678320032386746,0.0
0.1,0.28,3.6142679256906276,0.7152954736144848,0.0
0.12,0.28,3.7891204032561694,0.8660254098672775,0.0
0.14,0.28,3.93630473640831,1.019426949800622,0.0
0.16,0.28,4.053643391211117,1.1748946876188988,0.0
0.18,0.28,4.139302312142084,1.3318150631873915,0.0
0.2,0.28,4.191819781341807,1.489568783473832,0.0
0.22,0.28,4.2101299081554515,1.6475332666150693,0.0
0.24,0.28,4.193580376795796,1.805085098963252,0.0
0.26,0.28,4.141944168535005,1.961602495414688,0.0
0.28,0.28,4.0554250678967465,2.1164677533115803,0.0
0.3,0.28,3.93465685841177,2.2690696902322145,0.0
0.32,0.28,3.780696211110956,2.4188060560487608,0.0
0.34,0.28,3.5950093665281226,2.5650859097333787,0.0
0.36,0.28,3.37945280703892,2.707331951532482,0.0
0.38,0.28,3.1362482093641573,2.8449828013051257,0.0
0.4,0.28,2.8679520555563505,2.977495214033949,0.0
0.42,0.28,2.577420363378228,3.1043462237650736,0.0
0.44,0.28,2.267769072375503,3.2250352075158046,0.0
0.46,0.28,1.942330688960646,3.3390858610048304,0.0
0.48,0.28,1.6046078514085675,3.446048078407615,0.0
0.5,0.28,1.2582245229167215,3.545499728718461,0.0
0.52,0.28,0.9068755570610292,3.6370483217087264,0.0
0.54,0.28,0.5542754045195014,3.720332556906454,0.0
0.56,0.28,0.20410674245506022,3.7950237494842662,0.0
0.58,0.28,-0.14003019174574316,3.860827127428217,0.0
0.6,0.28,-0.47466679259173317,3.9174829948682675,0.0
0.62,0.28,-0.7965130586122959,3.964767756979233,0.0
0.64,0.28,-1.1025016342165193,4.0024948024074165,0.0
0.66,0.28,-1.389828257674272,4.030515239740359,0.0
0.68,0.28,-1.6559880086108818,4.04871848511323,0.0
0.7000000000000001,0.28,-1.8988068148538941,4.057032698632812,0.0
0.72,0.28,-2.1164677533115808,4.0554250678967465,0.0
0.74,0.28,-2.3075317616178808,4.0439019374890925,0.0
0.76,0.28,-2.470952465253502,4.022508783941152,0.0
0.78,0.28,-2.6060849173610148,3.9913300362563766,0.0
0.8,0.28,-2.712688144055444,3.950488742707662,0.0
0.8200000000000001,0.28,-2.790921485185197,3.9001460852220338,0.0
0.84,0.28,-2.8413348176911,3.8405007432692146,0.0
0.86,0.28,-2.8648528444137433,3.771788109764528,0.0
0.88,0.28,-2.8627537239049485,3.694279362080602,0.0
0.9,0.28,-2.836642405049473,3.608280391834163,0.0
0.92,0.28,-2.7884191127102125,3.514130597671585,0.0
0.9400000000000001,0.28,-2.7202435058788965,3.4122015458174766,0.0
0.96,0.28,-2.634495096762316,3.302895503672552,0.0
0.98,0.28,-2.5337305768107585,3.1866438522479763,0.0
1.0,0.28,-2.4206387429980687,3.0639053837015946,0.0
0.0,0.3,2.5416018461576297,-0.10301945527703515,0.0
0.02,0.3,2.8063117301460676,0.01607956471117422,0.0
0.04,0.3,3.0576185469916424,0.14101093027530331,0.0
0.06,0.3,3.2922393780509016,0.2712815943911828,0.0
0.08,0.3,3.5070300004374895,0.4063774382625511,0.0
0.1,0.3,3.699032279460249,0.5457653003130705,0.0
0.12,0.3,3.865519126153382,0.688895080331482,0.0
0.14,0.3,4.004036317577094,0.8352019104658308,0.0
0.16,0.3,4.1124405250442155,0.9841083844988092,0.0
0.18,0.3,4.188932953214113,1.1350268366063045,0.0
0.2,0.3,4.2320880601865385,1.2873616606059335,0.0
0.22,0.3,4.240876904273112,1.4405116605425283,0.0
0.24,0.3,4.214684745839675,1.5938724233339203,0.0
0.26,0.3,4.153322621202156,1.7468387041132392,0.0
0.28,0.3,4.0570326986328125,1.8988068148538946,0.0
0.3,0.3,3.9264873226326924,2.0491770068504205,0.0
0.32,0.3,3.762781750242149,2.1973558376526103,0.0
0.34,0.3,3.5674206807622966,2.3427585131117588,0.0
0.36,0.3,3.3422987763147205,2.4848111952959906,0.0
0.38,0.3,3.089675463666792,2.6229532671664226,0.0
0.4,0.3,2.812144396236022,2.7566395450764913,0.0
0.42,0.3,2.5125980377701795,2.8853424303627366,0.0
0.44,0.3,2.194187904584407,3.00855399153569,0.0
0.46,0.3,1.860281070239735,3.125787968853408,0.0
0.48,0.3,1.514413594118028,3.2365816933665275,0.0
0.5,0.3,1.1602415825842427,3.3404979128612347,0.0
0.52,0.3,0.8014906275879559,3.437126517493987,0.0
0.54,0.3,0.44190439207666965,3.52608615830771,0.0
0.56,0.3,0.08519312409114921,3.6070257522419067,0.0
0.58,0.3,-0.26501711830551544,3.6796258676971005,0.0
0.6,0.3,-0.605233761049331,3.7435999851854276,0.0
0.62,0.3,-0.9321447807935901,3.798695628092157,0.0
0.64,0.3,-1.242662833678301,3.8446953590855393,0.0
0.66,0.3,-1.5339657821958261,3.881417638242622,0.0
0.68,0.3,-1.8035330132330931,3.9087175395043876,0.0
0.7000000000000001,0.3,-2.0491770068504196,3.9264873226326915,0.0
0.72,0.3,-2.2690696902322154,3.9346568584117705,0.0
0.74,0.3,-2.461763193334793,3.933193905416208,0.0
0.76,0.3,-2.626204710767344,3.9221042372531203,0.0
0.78,0.3,-2.7617452669867477,3.9014316197763588,0.0
0.8,0.3,-2.8681422775075442,3.8712576383626827,0.0
0.8200000000000001,0.3,-2.9455558960191666,3.831701375931551,0.0
0.84,0.3,-2.9945392345331197,3.782918942979244,0.0
0.86,0.3,-3.0160226394229785,3.725102861482049,0.0
0.88,0.3,-3.0112922989634074,3.658481305099981,0.0
0.9,0.3,-2.98196354626222,3.583317198679585,0.0
0.92,0.3,-2.9299493039237943,3.4999071806096893,0.0
0.9400000000000001,0.3,-2.857424192087588,3.4085804321252047,0.0
0.96,0.3,-2.766784888469545,3.309697378179174,0.0
0.98,0.3,-2.6606073866461135,3.2036482650101545,0.0
1.0,0.3,-2.54160184615763,3.0908516200185914,0.0
0.0,0.32,2.6525344079778406,-0.24533751150119065,0.0
0.02,0.32,2.910585477928268,-0.1363503939522055,0.0
0.04,0.32,3.1548219598914793,-0.02121594582657127,0.0
0.06,0.32,3.381988838605675,0.09961144980888625,0.0
0.08,0.32,3.5889713085290174,0.2256549424243799,0.0
0.1,0.32,3.772842050180918,0.35641709593835125,0.0
0.12,0.32,3.9309060660586335,0.4913818518704256,0.0
0.14,0.32,4.060742374287574,0.6300165659884707,0.0
0.16,0.32,4.1602419056606195,0.7717741104120392,0.0
0.18,0.32,4.2276410075255235,0.9160950328761523,0.0
0.2,0.32,4.261550025186614,1.062409764633803,0.0
0.22,0.32,4.260976507045889,1.210140868283586,0.0
0.24,0.32,4.225342662435646,1.3587053166513168,0.0
0.26,0.32,4.154496789693655,1.5075167937319283,0.0
0.28,0.32,4.04871848511323,1.6559880086108807,0.0
0.3,0.32,3.908717539504387,1.8035330132330913,0.0
0.32,0.32,3.7356265267208864,1.949569514872219,0.0
0.34,0.32,3.5309871861092743,2.093521174174025,0.0
0.36,0.32,3.296730796888454,2.234819879704501,0.0
0.38,0.32,3.0351528354640456,2.3729079900261576,0.0
0.4,0.32,2.7488822951612937,2.5072405344540116,0.0
0.42,0.32,2.440846130434706,2.6372873638059087,0.0
0.44,0.32,2.114229362986113,2.762535242659142,0.0
0.46,0.32,1.7724314542127266,2.8824898748561893,0.0
0.48,0.32,1.419019605962092,2.9966778542658288,0.0
0.5,0.32,1.0576796987892625,3.104648533100856,0.0
0.52,0.32,0.6921656130532026,3.20597580041902,0.0
0.54,0.32,0.3262477026886633,3.3002597637882403,0.0
0.56,0.32,-0.03633879603561074,3.3871283274793464,0.0
0.58,0.32,-0.39194463820494163,3.466238660957918,0.0
0.6,0.32,-0.7370559557880478,3.5372785518797913,0.0
0.62,0.32,-1.0683414083927967,3.5999676382505355,0.0
0.64,0.32,-1.3826963882711834,3.654058514886164,0.0
0.66,0.32,-1.677283615317652,3.6993377098083684,0.0
0.68,0.32,-1.9495695148722207,3.735626526720887,0.0
0.7000000000000001,0.32,-2.1973558376526103,3.7627817502421474,0.0
0.72,0.32,-2.4188060560487616,3.780696211110956,0.0
0.74,0.32,-2.612466153137855,3.7892992091346,0.0
0.76,0.32,-2.7772795088242126,3.7885567922102172,0.0
0.78,0.32,-2.9125956800890016,3.7784718903182286,0.0
0.8,0.32,-3.0181729679916676,3.75908430395905,0.0
0.8200000000000001,0.32,-3.0941747612923214,3.7304705470786943,0.0
0.84,0.32,-3.141159743831574,3.692743545103187,0.0
0.86,0.32,-3.16006614858107,3.6460521892734974,0.0
0.88,0.32,-3.1521903340577095,3.5905807490398343,0.0
0.9,0.32,-3.1191600471184033,3.5265481448343086,0.0
0.92,0.32,-3.0629028186320997,3.454207084092006,0.0
0.9400000000000001,0.32,-2.9856100138661446,3.37384306393019,0.0
0.96,0.32,-2.889697126442324,3.285773244421609,0.0
0.98,0.32,-2.7777609623630974,3.190345196908592,0.0
1.0,0.32,-2.652534407977841,3.087935532297744,0.0
0.0,0.34,2.7529986283174637,-0.40349284922406414,0.0
0.02,0.34,3.004149442269933,-0.3050477564757912,0.0
0.04,0.34,3.2411164140132405,-0.2001646088554776,0.0
0.06,0.34,3.460673217721299,-0.0892573322302288,0.0
0.08,0.34,3.659735081341609,0.02723637304783111,0.0
0.1,0.34,3.8354059444080773,0.1488567595448802,0.0
0.12,0.34,3.9850231705925707,0.2751238471584849,0.0
0.14,0.34,4.1061991136404465,0.4055393173797788,0.0
0.16,0.34,4.196858882849412,0.5395884799289592,0.0
0.18,0.34,4.255273712069976,0.6767423040026825,0.0
0.2,0.34,4.280089403426072,0.8164595061169508,0.0
0.22,0.34,4.270349392524278,0.9581886863057365,0.0
0.24,0.34,4.225512064656046,1.1013705042447395,0.0
0.26,0.34,4.145462040102895,1.245439886712104,0.0
0.28,0.34,4.03051523974036,1.3898282576742707,0.0
0.3,0.34,3.8814176382426226,1.533965782195825,0.0
0.32,0.34,3.699337709808369,1.677283615317651,0.0
0.34,0.34,3.485852668927574,1.8192161470281074,0.0
0.36,0.34,3.2429287047568875,1.9592032344673371,0.0
0.38,0.34,2.972895500660418,2.096692412555235,0.0
0.4,0.34,2.6784154189434046,2.23114107431872,0.0
0.42,0.34,2.3624478133697346,2.3620186123135616,0.0
0.44,0.34,2.028209007414729,2.4888085126895536,0.0
0.46,0.34,1.679128543179409,2.6110103936347087,0.0
0.48,0.34,1.3188023634306432,2.728141980153663,0.0
0.5,0.34,0.9509436364310515,2.8397410073867597,0.0
0.52,0.34,0.579331969343289,2.9453670449582554,0.0
0.54,0.34,0.20776178046998195,3.0446032351538004,0.0
0.56,0.34,-0.1600093869591318,3.1370579380673984,0.0
0.58,0.34,-0.5203118265106457,3.2223662772251824,0.0
0.6,0.34,-0.8696131348290828,3.3001915795861714,0.0
0.62,0.34,-1.2045654355431017,3.3702267042369445,0.0
0.64,0.34,-1.5220496495304348,3.4321952545365098,0.0
0.66,0.34,-1.8192161470281083,3.485852668927574,0.0
0.68,0.34,-2.0935211741740263,3.530987186109275,0.0
0.7000000000000001,0.34,-2.3427585131117583,3.567420680762296,0.0
0.72,0.34,-2.565085909733379,3.595009366528123,0.0
0.74,0.34,-2.759045885294357,3.6136443634681092,0.0
0.76,0.34,-2.9235806362156866,3.623252127762853,0.0
0.78,0.34,-3.0580408190042623,3.623794741956054,0.0
0.8,0.34,-3.1621881129149783,3.615270064597386,0.0
0.8200000000000001,0.34,-3.236191550240931,3.597711738693831,0.0
0.84,0.34,-3.280617701420802,3.5711890589360937,0.0
0.86,0.34,-3.296414897964592,3.5358066982241176,0.0
0.88,0.34,-3.2848917690135275,3.4917042945709715,0.0
0.9,0.34,-3.2476904557082653,3.439055900015401,0.0
0.92,0.34,-3.1867549500532593,3.378069293717954,0.0
0.9400000000000001,0.34,-3.1042950803385394,3.308985161951557,0.0
0.96,0.34,-3.002746732230637,3.2320761482227534,0.0
0.98,0.34,-2.8847289523207333,3.1476457772723445,0.0
1.0,0.34,-2.752998628317464,3.0560272572019045,0.0
0.0,0.36,2.8425980207965535,-0.5757376403496335,0.0
0.02,0.36,3.0866343689491167,-0.48822309020786614,0.0
0.04,0.36,3.316161344570692,-0.39400516895997817,0.0
0.06,0.36,3.527981984100876,-0.2934557116970624,0.0
0.08,0.36,3.719042046592863,-0.18697154119025794,0.0
0.1,0.36,3.886477051033936,-0.07497290181256444,0.0
0.12,0.36,4.027656864267351,0.04209819897370437,0.0
0.14,0.36,4.140227138652696,0.16377973501844467,0.0
0.16,0.36,4.222146946130333,0.2895914848898933,0.0
0.18,0.36,4.271722013186816,0.41903692708922824,0.0
0.2,0.36,4.2876330284488375,0.5516051995940867,0.0
0.22,0.36,4.268958570211358,0.6867731159975747,0.0
0.24,0.36,4.215192283947703,0.8240072302859949,0.0
