x,y,z,u,v,w
0.5,0.0,0.5,0.0,0,0
0.5,0.0391,0.5,-0.05906,0,0
0.5,0.0547,0.5,-0.06891,0,0
0.5,0.0703,0.5,-0.07924,0,0
0.5,0.1016,0.5,-0.10663,0,0
0.5,0.1719,0.5,-0.155,0,0
0.5,0.2813,0.5,-0.20752,0,0
0.5,0.4531,0.5,-0.238,0,0
0.5,0.5,0.5,-0.22536,0,0
0.5,0.6172,0.5,-0.11583,0,0
0.5,0.7344,0.5,0.044,0,0
0.5,0.8516,0.5,0.3,0,0
0.5,0.9531,0.5,0.715,0,0
0.5,0.9609,0.5,0.765,0,0
0.5,0.9688,0.5,0.815,0,0
0.5,0.9766,0.5,0.865,0,0
0.5,1.0,0.5,1.0,0,0
