x,y,z,u,v,w
0.5,0.2,0.9500000000000001,0.011497680928635269,0.0,0.0
0.5,0.25,0.9500000000000001,0.012879203394743344,0.0,0.0
0.5,0.30000000000000004,0.9500000000000001,0.013937100521242942,0.0,0.0
0.5,0.35000000000000003,0.9500000000000001,0.014715189648650375,0.0,0.0
0.5,0.4,0.9500000000000001,0.015251245811310262,0.0,0.0
0.5,0.45,0.9500000000000001,0.015569480127732349,0.0,0.0
0.5,0.5,0.9500000000000001,0.0156758765994044,0.0,0.0
0.5,0.55,0.9500000000000001,0.015569480127732346,0.0,0.0
0.5,0.6000000000000001,0.9500000000000001,0.015251245811310264,0.0,0.0
0.5,0.65,0.9500000000000001,0.014715189648650378,0.0,0.0
0.5,0.7000000000000001,0.9500000000000001,0.013937100521242942,0.0,0.0
0.5,0.75,0.9500000000000001,0.012879203394743348,0.0,0.0
0.5,0.8,0.9500000000000001,0.01149768092863527,0.0,0.0
0.5,0.8500000000000001,0.9500000000000001,0.009726980400804547,0.0,0.0
0.5,0.9,0.9500000000000001,0.007439707700183649,0.0,0.0
0.5,0.9500000000000001,0.9500000000000001,0.004382783242187103,0.0,0.0
0.5,1.0,0.9500000000000001,4.106039495221777e-18,0.0,0.0
0.5,0.0,1.0,0.0,0.0,0.0
0.5,0.05,1.0,4.106039495221778e-18,0.0,0.0
0.5,0.1,1.0,6.6145607087572515e-18,0.0,0.0
0.5,0.15000000000000002,1.0,8.427463310526998e-18,0.0,0.0
0.5,0.2,1.0,9.821925251345742e-18,0.0,0.0
0.5,0.25,1.0,1.0914176319147863e-17,0.0,0.0
0.5,0.30000000000000004,1.0,1.1748444630369007e-17,0.0,0.0
0.5,0.35000000000000003,1.0,1.2355477602650617e-17,0.0,0.0
0.5,0.4,1.0,1.2773106182195656e-17,0.0,0.0
0.5,0.45,1.0,1.3025720839831574e-17,0.0,0.0
0.5,0.5,1.0,1.3111978321284152e-17,0.0,0.0
0.5,0.55,1.0,1.3025720839831574e-17,0.0,0.0
0.5,0.6000000000000001,1.0,1.2773106182195657e-17,0.0,0.0
0.5,0.65,1.0,1.2355477602650617e-17,0.0,0.0
0.5,0.7000000000000001,1.0,1.1748444630369009e-17,0.0,0.0
