x,p_pinf
0.0,1.866
0.05,1.866
0.1,1.866
0.15000000000000002,1.866
0.2,1.866
0.25,1.866
0.30000000000000004,1.866
0.35000000000000003,1.866
0.4,1.866
0.45,1.866
0.5,1.866
0.55,1.866
0.6000000000000001,1.866
0.65,1.866
0.7000000000000001,1.866
0.75,1.866
0.8,1.866
0.8500000000000001,1.866
0.9,1.866
0.9500000000000001,1.866
1.0,1.866
