x,y,u,v,p
0.0,0.0,-0.0,0.0,-0.4900993366533776
0.06283185307179587,0.0,-0.0,0.062165743421020596,-0.48816704682583356
0.12566370614359174,0.0,-0.0,0.12408614705358509,-0.48240065070807564
0.1884955592153876,0.0,-0.0,0.18551683935329724,-0.4728910878115591
0.25132741228718347,0.0,-0.0,0.24621538144266386,-0.45978832962389937
0.3141592653589793,0.0,-0.0,0.30594222390658427,-0.44329901446892434
0.3769911184307752,0.0,-0.0,0.3644616521844523,-0.42368318869686733
0.4398229715025711,0.0,-0.0,0.42154271682783884,-0.40125020559807995
0.5026548245743669,0.0,-0.0,0.47696014495245415,-0.37635384671684463
0.5654866776461628,0.0,-0.0,0.5304952292873052,-0.3493867425050824
0.6283185307179586,0.0,-0.0,0.5819366913123759,-0.32077418030557997
0.6911503837897546,0.0,-0.0,0.6310815150784217,-0.2909673973165396
0.7539822368615504,0.0,-0.0,0.6777357484181724,-0.2604364643114075
0.8168140899333463,0.0,-0.0,0.7217152683869278,-0.2296628723419701
0.8796459430051422,0.0,-0.0,0.7628465079117026,-0.199131939336838
0.942477796076938,0.0,-0.0,0.8009671407811684,-0.16932515634779766
1.0053096491487339,0.0,-0.0,0.83592672227305,-0.14071259414829523
1.0681415022205298,0.0,-0.0,0.8675872828907127,-0.11374548993653294
1.1309733552923256,0.0,-0.0,0.8958238728657325,-0.0888491310552977
1.1938052083641215,0.0,-0.0,0.9205250552775491,-0.0664161479565103
1.2566370614359172,0.0,-0.0,0.9415933458440797,-0.0468003221844533
1.3194689145077132,0.0,-0.0,0.9589455976476449,-0.030311007029478226
1.3823007675795091,0.0,-0.0,0.9725133292778657,-0.01720824884181853
1.4451326206513049,0.0,-0.0,0.9822429950965044,-0.007698685945301979
1.5079644737231008,0.0,-0.0,0.9880961965576364,-0.0019322898275440717
1.5707963267948968,0.0,0.0,0.9900498337491681,-0.0
1.6336281798666925,0.0,0.0,0.9880961965576364,-0.0019322898275440717
1.6964600329384885,0.0,0.0,0.9822429950965043,-0.007698685945301979
1.7592918860102844,0.0,0.0,0.9725133292778656,-0.017208248841818586
1.8221237390820801,0.0,0.0,0.9589455976476449,-0.030311007029478254
1.884955592153876,0.0,0.0,0.9415933458440797,-0.046800322184453326
1.9477874452256718,0.0,0.0,0.920525055277549,-0.06641614795651032
2.0106192982974678,0.0,0.0,0.8958238728657324,-0.08884913105529775
2.0734511513692637,0.0,0.0,0.8675872828907125,-0.11374548993653308
2.1362830044410597,0.0,0.0,0.8359267222730499,-0.14071259414829534
2.199114857512855,0.0,0.0,0.8009671407811684,-0.16932515634779766
2.261946710584651,0.0,0.0,0.7628465079117026,-0.19913193933683807
2.324778563656447,0.0,0.0,0.7217152683869277,-0.22966287234197014
2.387610416728243,0.0,0.0,0.6777357484181722,-0.2604364643114076
2.450442269800039,0.0,0.0,0.6310815150784215,-0.2909673973165397
2.5132741228718345,0.0,0.0,0.581936691312376,-0.3207741803055799
2.5761059759436304,0.0,0.0,0.5304952292873052,-0.3493867425050824
2.6389378290154264,0.0,0.0,0.47696014495245403,-0.37635384671684463
2.7017696820872223,0.0,0.0,0.4215427168278386,-0.40125020559808
2.7646015351590183,0.0,0.0,0.3644616521844521,-0.4236831886968674
2.8274333882308142,0.0,0.0,0.305942223906584,-0.44329901446892445
2.8902652413026098,0.0,0.0,0.2462153814426639,-0.45978832962389937
2.9530970943744057,0.0,0.0,0.18551683935329719,-0.4728910878115591
3.0159289474462017,0.0,0.0,0.12408614705358492,-0.48240065070807564
3.0787608005179976,0.0,0.0,0.06216574342102037,-0.48816704682583356
3.1415926535897936,0.0,0.0,-3.1842831668085195e-16,-0.4900993366533776
3.204424506661589,0.0,0.0,-0.06216574342102057,-0.48816704682583356
3.267256359733385,0.0,0.0,-0.12408614705358512,-0.48240065070807564
3.330088212805181,0.0,0.0,-0.18551683935329738,-0.4728910878115591
3.392920065876977,0.0,0.0,-0.24621538144266408,-0.45978832962389937
3.455751918948773,0.0,0.0,-0.3059422239065846,-0.4432990144689242
3.518583772020569,0.0,0.0,-0.36446165218445264,-0.42368318869686716
3.5814156250923643,0.0,0.0,-0.4215427168278388,-0.40125020559807995
3.6442474781641603,0.0,0.0,-0.4769601449524542,-0.37635384671684463
3.7070793312359562,0.0,0.0,-0.5304952292873053,-0.3493867425050823
3.769911184307752,0.0,0.0,-0.5819366913123761,-0.3207741803055798
3.832743037379548,0.0,0.0,-0.6310815150784219,-0.2909673973165394
3.8955748904513436,0.0,0.0,-0.6777357484181724,-0.2604364643114075
3.9584067435231396,0.0,0.0,-0.7217152683869278,-0.22966287234197005
4.0212385965949355,0.0,0.0,-0.7628465079117026,-0.19913193933683795
4.084070449666731,0.0,0.0,-0.8009671407811683,-0.16932515634779777
4.1469023027385274,0.0,0.0,-0.8359267222730502,-0.14071259414829507
4.209734155810323,0.0,0.0,-0.8675872828907126,-0.113745489936533
4.272566008882119,0.0,0.0,-0.8958238728657327,-0.08884913105529751
4.335397861953915,0.0,0.0,-0.9205250552775491,-0.06641614795651027
4.39822971502571,0.0,0.0,-0.9415933458440797,-0.046800322184453326
4.461061568097507,0.0,0.0,-0.958945597647645,-0.030311007029478147
4.523893421169302,0.0,0.0,-0.9725133292778657,-0.01720824884181853
4.586725274241099,0.0,0.0,-0.9822429950965044,-0.007698685945301898
4.649557127312894,0.0,0.0,-0.9880961965576364,-0.0019322898275440717
4.71238898038469,0.0,0.0,-0.9900498337491681,-0.0
4.775220833456486,0.0,-0.0,-0.9880961965576364,-0.001932289827544099
4.838052686528282,0.0,-0.0,-0.9822429950965044,-0.007698685945301979
4.900884539600078,0.0,-0.0,-0.9725133292778656,-0.01720824884181864
4.9637163926718735,0.0,-0.0,-0.9589455976476449,-0.030311007029478254
5.026548245743669,0.0,-0.0,-0.9415933458440798,-0.046800322184453215
5.089380098815465,0.0,-0.0,-0.9205250552775489,-0.06641614795651044
5.152211951887261,0.0,-0.0,-0.8958238728657325,-0.0888491310552977
5.215043804959057,0.0,-0.0,-0.8675872828907124,-0.11374548993653322
5.277875658030853,0.0,-0.0,-0.8359267222730499,-0.1407125941482953
5.340707511102649,0.0,-0.0,-0.8009671407811679,-0.16932515634779802
5.403539364174445,0.0,-0.0,-0.7628465079117024,-0.19913193933683823
5.46637121724624,0.0,-0.0,-0.7217152683869278,-0.22966287234197008
5.529203070318037,0.0,-0.0,-0.677735748418172,-0.26043646431140777
5.592034923389832,0.0,-0.0,-0.6310815150784216,-0.29096739731653964
5.6548667764616285,0.0,-0.0,-0.5819366913123754,-0.32077418030558025
5.717698629533424,0.0,-0.0,-0.5304952292873049,-0.34938674250508256
5.7805304826052195,0.0,-0.0,-0.47696014495245415,-0.37635384671684463
5.843362335677016,0.0,-0.0,-0.42154271682783834,-0.4012502055980801
5.906194188748811,0.0,-0.0,-0.3644616521844522,-0.4236831886968674
5.969026041820608,0.0,-0.0,-0.30594222390658365,-0.44329901446892456
6.031857894892403,0.0,-0.0,-0.24621538144266356,-0.4597883296238995
6.094689747964199,0.0,-0.0,-0.1855168393532973,-0.4728910878115591
6.157521601035995,0.0,-0.0,-0.12408614705358462,-0.4824006507080757
6.220353454107791,0.0,-0.0,-0.06216574342102049,-0.48816704682583356
6.283185307179586,0.0,-0.0,-2.424842634020039e-16,-0.4900993366533776
0.0,0.06283185307179587,-0.062165743421020596,0.0,-0.48816704682583356
0.06283185307179587,0.06283185307179587,-0.06204307352679253,0.06204307352679253,-0.4862347569982895
0.12566370614359174,0.06283185307179587,-0.06167554796613832,0.12384129138715892,-0.4804683608805316
0.1884955592153876,0.06283185307179587,-0.06106461719453939,0.1851507642481245,-0.470958797984015
0.25132741228718347,0.06283185307179587,-0.06021269227664353,0.24572953162994077,-0.4578560397963553
0.3141592653589793,0.06283185307179587,-0.05912313537089421,0.305338516813558,-0.4413667246413803
0.3769911184307752,0.06283185307179587,-0.05780024646062721,0.3637424703672115,-0.4217508988693232
0.4398229715025711,0.06283185307179587,-0.05624924638400091,0.4207108985684533,-0.3993179157705358
0.5026548245743669,0.06283185307179587,-0.05447625622973322,0.476018973057572,-0.37442155688930057
0.5654866776461628,0.06283185307179587,-0.05248827317996087,0.529448418132415,-0.34745445267753833
0.6283185307179586,0.06283185307179587,-0.050293142895558245,0.5807883721828634,-0.3188418904780359
0.6911503837897546,0.06283185307179587,-0.047899528552898266,0.6298362198652742,-0.28903510748899547
0.7539822368615504,0.06283185307179587,-0.045316876654253026,0.6763983917326748,-0.2585041744838635
0.8168140899333463,0.06283185307179587,-0.042555379746765064,0.7202911281649375,-0.22773058251442602
0.8796459430051422,0.06283185307179587,-0.0396259361971203,0.7613412045840481,-0.19719964950929394
0.942477796076938,0.06283185307179587,-0.03654010718067374,0.7993866150923763,-0.1673928665202536
1.0053096491487339,0.06283185307179587,-0.03331007105477211,0.8342772118359404,-0.1387803043207511
1.0681415022205298,0.06283185307179587,-0.0299485752963412,0.8658752975693914,-0.11181320010898887
1.1309733552923256,0.06283185307179587,-0.02646888619341823,0.8940561690841309,-0.08691684122775363
1.1938052083641215,0.06283185307179587,-0.022884736489173663,0.9187086093549062,-0.06448385812896622
1.2566370614359172,0.06283185307179587,-0.019210271185047947,0.9397353264625969,-0.04486803235690923
1.3194689145077132,0.06283185307179587,-0.015459991716892925,0.9570533375609727,-0.028378717201934155
1.3823007675795091,0.06283185307179587,-0.011648698724429694,0.9705942963720747,-0.01527595901427446
1.4451326206513049,0.06283185307179587,-0.007791433639885386,0.9803047629177511,-0.005766396117757908
1.5079644737231008,0.06283185307179587,-0.0039034193263318743,0.9861464144228362,-0.0
1.5707963267948968,0.06283185307179587,9.99713971861771e-18,0.9880961965576364,0.0019322898275440717
1.6336281798666925,0.06283185307179587,0.0039034193263318803,0.9861464144228362,-0.0
1.6964600329384885,0.06283185307179587,0.007791433639885393,0.980304762917751,-0.005766396117757908
1.7592918860102844,0.06283185307179587,0.011648698724429713,0.9705942963720746,-0.015275959014274514
